TimeL;TimeGln(hms);TimeGln(sec.);TimeGps(sec.);S(2)E1B;dS(2)E1B;Fi(2)E1B;S(4)E1B;dS(4)E1B;Fi(4)E1B;S(10)E1B;dS(10)E1B;Fi(10)E1B;S(11)E1B;dS(11)E1B;Fi(11)E1B;S(12)E1B;dS(12)E1B;Fi(12)E1B;S(16)E1B;dS(16)E1B;Fi(16)E1B;S(19)E1B;dS(19)E1B;Fi(19)E1B;S(25)E1B;dS(25)E1B;Fi(25)E1B;S(29)E1B;dS(29)E1B;Fi(29)E1B;S(36)E1B;dS(36)E1B;Fi(36)E1B
2984;13:23:56.000;48236;37454;25526027.13;-125.56906;-25526024.73;27252915.56;-599.41284;-27252920.96;23909668.61;168.74825;-23909664.93;21860031.13;-112.57391;-21860029.06;25037815.81;363.85626;-25037820.02;;;;25137555.49;-202.66206;-25137558.46;25539250.41;409.10571;-25539247.11;27577880.63;265.46515;-27577881.57;26228619.16;-497.21732;-26228622.67
2985;13:23:57.000;48237;37455;25525902.14;-125.43095;-25525899.3;27252315.97;-599.34619;-27252321.61;23909837.38;168.84174;-23909833.78;21859919.22;-112.47142;-21859916.59;25038178.93;363.93594;-25038183.96;;;;25137356.08;-202.52115;-25137355.94;25539660.62;409.20547;-25539656.31;27578143.73;265.59851;-27578147.17;26228123.57;-497.14279;-26228125.52
2986;13:23:58.000;48238;37456;25525777.16;-125.39151;-25525773.91;27251716.55;-599.37268;-27251722.24;23910005.5;168.83618;-23910002.61;21859807.09;-112.46937;-21859804.12;25038544.02;363.90314;-25038547.86;;;;25137150.35;-202.48149;-25137153.46;25540070.41;409.21664;-25540065.53;27578409.54;265.6134;-27578412.78;26227625.14;-497.17966;-26227628.34
2987;13:23:59.000;48239;37457;25525653.66;-125.27089;-25525648.64;27251117.03;-599.32574;-27251122.91;23910175.28;168.90765;-23910171.52;21859694.63;-112.39206;-21859691.73;25038913.1;363.96277;-25038911.82;;;;25136949.6;-202.37927;-25136951.08;25540481.2;409.30127;-25540474.83;27578676.98;265.72006;-27578678.5;26227128.5;-497.12735;-26227131.22
2988;13:24:00.000;48240;37458;25525529.39;-125.15509;-25525523.48;27250522.2;-599.26001;-27250523.65;23910343.51;168.99069;-23910340.51;21859581.5;-112.30887;-21859579.42;25039274.41;364.02304;-25039275.84;;;;25136748.19;-202.25098;-25136748.83;25540889.01;409.39426;-25540884.22;27578942.58;265.82852;-27578944.33;26226630.65;-497.07288;-26226634.14
2989;13:24:01.000;48241;37459;25525402.71;-125.035;-25525398.45;27249921.49;-599.21472;-27249924.44;23910513.44;169.06564;-23910509.58;21859469.03;-112.22193;-21859467.2;25039638.79;364.09085;-25039639.94;;;;25136541.14;-202.13007;-25136546.7;25541298.35;409.48889;-25541293.71;27579208.46;265.93869;-27579210.27;26226134.82;-497.02005;-26226137.12
2990;13:24:02.000;48242;37460;25525277.06;-124.87775;-25525273.57;27249321.87;-599.12067;-27249325.32;23910681.97;169.17638;-23910678.75;21859357.16;-112.11396;-21859355.08;25040001.6;364.17667;-25040004.11;;;;25136338.63;-201.97852;-25136344.72;25541706.27;409.6127;-25541703.33;27579472.93;266.07324;-27579476.34;26225637.95;-496.93091;-26225640.19
2991;13:24:03.000;48243;37461;25525153.97;-124.75843;-25525148.81;27248721.78;-599.0799;-27248726.24;23910850.77;169.24252;-23910848;21859245.42;-112.03473;-21859243.05;25040367.39;364.2215;-25040368.33;;;;25136135.9;-201.86017;-25136142.86;25542117.47;409.68942;-25542113.01;27579740.84;266.17615;-27579742.52;26225140.97;-496.89139;-26225143.3
2992;13:24:04.000;48244;37462;25525031.05;-124.65801;-25525024.16;27248121.14;-599.03577;-27248127.2;23911021.02;169.31761;-23911017.31;21859133.82;-111.95766;-21859131.09;25040731.56;364.29037;-25040732.62;;;;25135933.66;-201.76669;-25135941.09;25542526.51;409.77191;-25542522.79;27580008.99;266.27045;-27580008.79;26224642.37;-496.84198;-26224646.46
2993;13:24:05.000;48245;37463;25524908.57;-124.52031;-25524899.64;27247528.26;-598.96295;-27247528.24;23911190.46;169.40089;-23911186.71;21859022.84;-111.8662;-21859019.22;25041096.75;364.35202;-25041096.98;;;;25135731.82;-201.7995;-25135739.46;25542935.98;409.87756;-25542932.66;27580276.12;266.40149;-27580275.19;26224145.69;-496.77914;-26224149.68
2994;13:24:06.000;48246;37464;25524784.9;-124.41582;-25524775.22;27246925.99;-598.92834;-27246929.31;23911360.95;169.46127;-23911356.18;21858910.44;-111.79575;-21858907.43;25041460.4;364.39362;-25041461.37;;;;25135531.75;-201.51758;-25135537.95;25543346.85;409.94858;-25543342.61;27580543.72;266.47955;-27580541.67;26223649.32;-496.74594;-26223652.93
2995;13:24:07.000;48247;37465;25524660.33;-124.35721;-25524650.86;27246327.33;-598.93805;-27246330.37;23911529.89;169.47562;-23911525.65;21858798.6;-111.77982;-21858795.65;25041825.76;364.39297;-25041825.76;;;;25135330.11;-201.47192;-25135336.47;25543755.79;409.97403;-25543752.59;27580808;266.51266;;26223151.31;-496.75516;-26223156.18
2996;13:24:08.000;48248;37466;25524536.48;-124.21239;-25524526.65;27245732.17;-598.85986;-27245731.51;23911700.16;169.57762;-23911695.23;21858687.61;-111.67366;-21858683.98;25042189.19;364.4761;-25042190.24;;;;25135130.08;-201.32568;-25135135.15;25544166.76;410.08957;-25544162.68;27581071.45;266.77603;-27581074.85;26222655.66;-496.68161;-26222659.5
2997;13:24:09.000;48249;37467;25524413.23;-124.07991;-25524402.57;27245128.82;-598.79169;-27245132.72;23911869.85;169.66702;-23911864.9;21858574.76;-111.57418;-21858572.4;25042555.69;364.54993;-25042554.79;;;;25134930.54;-201.18573;-25134933.96;25544577.28;410.19678;-25544572.87;27581342.19;266.7706;-27581341.62;26222158.67;-496.61093;-26222162.89
2998;13:24:10.000;48250;37468;25524288.87;-124.01806;-25524278.55;27244533.51;-598.80109;-27244533.92;23912038.98;169.67836;-23912034.57;21858464.26;-111.55476;-21858460.85;25042921.68;364.54385;-25042919.33;;;;25134724.8;-201.12869;-25134732.83;25544987.3;410.2168;-25544983.09;;;;26221660.55;-496.62125;-26221666.26
2999;13:24:11.000;48251;37469;25524167.9;-123.8822;-25524154.67;27243930.96;-598.72559;-27243935.2;23912209.68;169.77466;-23912204.35;21858352.47;-111.45855;-21858349.39;25043284.53;364.61371;-25043283.95;;;;25134525.93;-201.00047;-25134531.83;25545397.94;410.32901;-25545393.42;27581874.87;;-27581874.81;26221163.96;-496.55246;-26221169.71
3000;13:24:12.000;48252;37470;25524043.05;-123.78416;-25524030.89;27243337.02;-598.69641;-27243336.5;23912379.33;169.83337;-23912374.18;21858241.84;-111.39453;-21858237.99;25043650.16;364.65549;-25043648.6;;;;25134324.65;-200.89676;-25134330.94;25545807.69;410.40158;-25545803.82;27582143.4;267.0267;-27582141.84;26220668.16;-496.51865;-26220673.19
3001;13:24:13.000;48253;37471;25523917.25;-123.69785;-25523907.19;27242735.94;-598.67767;-27242737.82;23912549.24;169.87119;-23912544.05;21858130.56;-111.34741;-21858126.65;25044013.46;364.68588;-25044013.29;;;;25134119.12;-200.81723;-25134130.12;25546218.68;410.44675;-25546214.27;27582410.44;267.09955;-27582408.94;26220170.64;-496.5025;-26220176.69
3002;13:24:14.000;48254;37472;25523795.73;-123.61099;-25523783.58;27242137.07;-598.66193;-27242139.16;23912718.46;169.91002;-23912713.96;21858017.31;-111.30432;-21858015.34;25044378.98;364.70444;-25044377.99;;;;25133920.3;-200.73283;-25133929.39;25546630.1;410.50507;-25546624.77;27582675.99;267.16391;-27582676.1;26219675.43;-496.49051;-26219680.2
3003;13:24:15.000;48255;37473;25523668.93;-123.54214;-25523660.03;27241538.1;-598.64453;-27241540.52;23912888.44;169.94812;-23912883.91;21857904.99;-111.25703;-21857904.08;25044741.97;364.72037;-25044742.71;;;;25133723.91;-200.6615;-25133728.72;25547041.03;410.55457;-25547035.33;27582942.2;267.23856;-27582943.34;26219179.09;-496.47675;-26219183.72
3004;13:24:16.000;48256;37474;25523545.16;-123.36028;-25523536.67;27240936.38;-598.53967;-27240941.98;23913059.43;170.08133;-23913053.99;21857794.91;-111.118;-21857792.97;25045106.1;364.8349;-25045107.55;;;;25133524.74;-200.48337;-25133528.24;25547450.24;410.70251;-25547446.03;27583211.13;267.3927;-27583210.74;26218683.83;-496.37064;-26218687.35
3005;13:24:17.000;48257;37475;25523423.22;-123.28818;-25523413.39;27240340.24;-598.53497;-27240343.44;23913229.57;170.09946;-23913224.09;21857683.95;-111.09727;-21857681.87;25045472.43;364.8439;-25045472.39;;;;25133320.1;-200.41336;-25133327.83;25547860.85;410.73398;-25547856.76;27583478.42;267.44257;-27583478.18;26218185.77;-496.37225;-26218190.98
3006;13:24:18.000;48258;37476;25523299.7;-123.10123;-25523290.28;27239741.6;-598.41656;-27239745.02;23913400.45;170.25212;-23913394.34;21857573.51;-110.93272;-21857570.94;25045837.75;364.96912;-25045837.36;;;;25133118.77;-200.22726;-25133127.6;25548273.59;410.89972;-25548267.66;27583744.7;267.63364;-27583745.81;26217690.3;-496.24649;-26217694.73
3007;13:24:19.000;48259;37477;25523175.38;-122.95106;-25523167.33;27239143.33;-598.3241;-27239146.7;23913570.78;170.35522;-23913564.7;21857463.19;-110.83172;-21857460.11;25046203.19;365.06299;-25046202.42;;;;25132918.51;-200.07097;-25132927.53;25548680.89;411.01468;-25548678.68;27584013.76;267.75531;-27584013.57;26217196.26;-496.16385;-26217198.57
3008;13:24:20.000;48260;37478;25523053.47;-122.81226;-25523044.52;27238547.49;-598.25696;-27238548.44;23913741.18;170.45137;-23913735.15;21857351.68;-110.72572;-21857349.38;25046567.44;365.13544;-25046567.56;;;;25132719.54;-199.93854;-25132727.59;25549090.81;411.12335;-25549089.8;27584280.86;267.88705;-27584281.45;26216699.32;-496.09357;-26216702.48
3009;13:24:21.000;48261;37479;25522928.07;-122.74417;-25522921.78;27237946.36;-598.25476;-27237950.19;23913910.71;170.47594;-23913905.63;21857240.94;-110.6963;-21857238.68;25046932.3;365.14026;-25046932.7;;;;25132519.72;-199.91277;-25132527.72;25549504.2;411.16388;-25549500.97;27584546.88;267.94461;-27584549.4;26216202.77;-496.0954;-26216206.38
3010;13:24:22.000;48262;37480;25522806.83;-122.67918;-25522799.1;27237344.97;-598.24939;-27237351.94;23914080.57;170.49718;-23914076.12;21857130.71;-110.66815;-21857128.01;25047296.15;365.15805;-25047297.86;;;;25132318.57;-199.80537;-25132327.91;25549916.02;411.19547;-25549912.16;27584816.32;267.98871;-27584817.39;26215706.49;-496.09744;-26215710.28
3011;13:24:23.000;48263;37481;25522685.85;-122.52572;-25522676.57;27236749.77;-598.15991;-27236753.78;23914250.95;170.60876;-23914246.73;21857020.3;-110.55054;-21857017.46;25047664.38;365.23257;-25047663.09;;;;25132123.77;-199.65033;-25132128.26;25550328.55;411.32373;-25550323.48;27585085.09;268.13211;-27585085.52;26215211.39;-496.00967;-26215214.27
3012;13:24:24.000;48264;37482;25522561.38;-122.44164;-25522554.13;27236151.32;-598.15686;-27236155.62;23914421.39;170.64615;-23914417.38;21856908.38;-110.50841;-21856906.96;25048028.85;365.25882;-25048028.35;;;;25131919.3;-199.59262;-25131928.67;25550739.59;411.36923;-25550734.85;27585353.49;268.19461;-27585353.71;26214715.88;-495.99533;-26214718.28
3013;13:24:25.000;48265;37483;25522440.33;-122.32072;-25522431.81;27235554.83;-598.08685;-27235557.54;23914592.17;170.72549;-23914588.1;21856798.79;-110.41763;-21856796.54;25048392.12;365.32358;-25048393.67;;;;25131723.39;-199.45023;-25131729.22;25551151.4;411.46564;-25551146.32;27585619.6;268.31601;-27585622.03;26214218.96;-495.93964;-26214222.34
3014;13:24:26.000;48266;37484;25522316.07;-122.21104;-25522309.6;27234957.53;-598.06226;-27234959.47;23914764.15;170.78128;-23914758.89;21856688.3;-110.36565;-21856686.17;25048758.98;365.36798;-25048759.04;;;;25131523.19;-199.35518;-25131529.86;25551562.97;411.53247;-25551557.85;27585888.63;268.39288;-27585890.42;26213721.65;-495.90976;-26213726.43
3015;13:24:27.000;48267;37485;25522192;-122.06656;-25522187.53;27234357.96;-597.97241;-27234361.5;23914934.49;170.89151;-23914929.78;21856577.91;-110.24054;-21856575.93;25049125.67;365.45129;-25049124.49;;;;25131324.73;-199.20044;-25131330.66;25551975.45;411.66013;-25551969.51;27586156.64;268.53314;-27586158.96;26213226.66;-495.823;-26213230.61
3016;13:24:28.000;48268;37486;25522073.79;-121.98853;-25522065.54;27233760.04;-597.96167;-27233763.54;23915106.54;170.92419;-23915100.7;21856468.38;-110.20664;-21856465.73;25049492.26;365.4678;-25049489.96;;;;25131123.25;-199.12045;-25131131.54;25552389.07;411.7009;-25552381.21;27586425.31;268.59521;-27586427.55;26212730.64;-495.81662;-26212734.79
3017;13:24:29.000;48269;37487;25521952.51;-121.85802;-25521943.69;27233161.37;-597.90387;-27233165.64;23915278.34;171.00424;-23915271.71;21856357.83;-110.11762;-21856355.61;25049856.7;365.53333;-25049855.49;;;;25130925.16;-199.00906;-25130932.53;25552800.25;411.79962;-25552793.01;27586692.61;268.70181;-27586696.25;26212234.55;-495.75687;-26212239.03
3018;13:24:30.000;48270;37488;25521828.68;-121.79256;-25521821.89;27232563.66;-597.8891;-27232567.75;23915448.29;171.03624;-23915442.74;21856248.99;-110.08314;-21856245.52;25050222.13;365.54364;-25050221.04;;;;25130724.39;-198.92657;-25130733.61;25553210.34;411.8396;-25553204.85;27586961.5;268.76846;-27586965.02;26211739.54;-495.75198;-26211743.28
3019;13:24:31.000;48271;37489;25521707.84;-121.66826;-25521700.22;27231967.52;-597.84515;-27231969.9;23915620.5;171.11;-23915613.85;21856137.46;-109.99986;-21856135.52;25050588.14;365.60577;-25050586.64;;;;25130527.48;-198.79849;-25130534.81;25553620.02;411.93048;-25553616.78;27587228.11;268.86954;-27587233.89;26211245.14;-495.7016;-26211247.58
3020;13:24:32.000;48272;37490;25521586.41;-121.54053;-25521578.68;27231371.6;-597.78198;-27231372.12;23915791.33;171.19261;-23915785.04;21856028.2;-109.91353;-21856025.61;25050953.73;365.6647;-25050952.31;;;;25130328.9;-198.69759;-25130336.11;25554033.46;412.0239;-25554028.81;27587498.57;268.97916;-27587502.87;26210750.87;-495.64191;-26210751.94
3021;13:24:33.000;48273;37491;25521466.04;-121.40961;-25521457.27;27230772.1;-597.71899;-27230774.4;23915963.1;171.27701;-23915956.32;21855919.06;-109.819;-21855915.79;25051318.75;365.74274;-25051318.05;;;;25130130.35;-198.55243;-25130137.56;25554446.52;412.12582;-25554440.93;27587764.35;269.10043;-27587771.97;26210252.75;-495.58179;-26210256.36
3022;13:24:34.000;48274;37492;25521344.46;-121.32625;-25521335.95;27230175;-597.6991;-27230176.7;23916134.36;171.31856;-23916127.64;21855809.04;-109.77496;-21855806.02;25051685.38;365.75455;-25051683.8;;;;25129934.01;-198.47694;-25129939.08;25554857.31;412.17346;-25554853.11;27588031.88;269.16608;-27588041.14;26209758.36;-495.56238;-26209760.79
3023;13:24:35.000;48275;37493;25521221.27;-121.17616;-25521214.77;27229577.83;-597.61115;-27229579.09;23916304.84;171.42545;-23916299.07;21855699.26;-109.65932;-21855696.36;25052051.04;365.8537;-25052049.66;;;;25129732.67;-198.33032;-25129740.75;25555271.98;412.29727;-25555265.4;27588304.45;269.31033;-27588310.45;26209263.78;-495.47964;-26209265.31
3024;13:24:36.000;48276;37494;25521102.9;-121.07935;-25521093.69;27228980.39;-597.57587;-27228981.51;23916476.28;171.48549;-23916470.55;21855590.61;-109.60065;-21855586.76;25052416.63;365.88522;-25052415.54;;;;25129531.25;-198.2276;-25129542.52;25555682.73;412.37088;-25555677.77;27588577.89;269.39429;-27588579.84;26208768.54;-495.44638;-26208769.87
3025;13:24:37.000;48277;37495;25520984.79;-120.98601;-25520972.71;27228382.61;-597.55927;-27228383.95;23916647.29;171.5294;-23916642.08;21855481.74;-109.54375;-21855477.21;25052780.53;365.91342;-25052781.46;;;;25129336.35;-198.13316;-25129344.39;25556097.19;412.42502;-25556090.2;27588849.94;269.45734;-27588849.3;26208274.26;-495.42465;-26208274.44
3026;13:24:38.000;48278;37496;25520861.7;-120.88105;-25520851.83;27227787.44;-597.51904;-27227786.44;23916817.62;171.58446;-23916813.66;21855371.26;-109.48572;-21855367.73;25053149.57;365.96194;-25053147.42;;;;25129136.58;-198.04977;-25129146.34;25556508.27;412.49734;-25556502.7;27589117.07;269.56174;-27589118.86;26207778.42;-495.3963;-26207779.05
3027;13:24:39.000;48279;37497;25520740.11;-120.82264;-25520731;27227187.9;-597.51593;-27227188.92;23916989.55;171.61076;-23916985.28;21855261.57;-109.45281;-21855258.28;25053513.13;365.95572;-25053513.37;;;;25128937.03;-198.04179;-25128948.38;25556920.24;412.53464;-25556915.23;27589385.14;269.60168;-27589388.46;26207281.65;-495.39258;-26207283.65
3028;13:24:40.000;48280;37498;25520622.8;-120.70035;-25520610.3;27226590.1;-597.48279;-27226591.44;23917161.42;171.67258;-23917156.95;21855151.05;-109.38342;-21855148.89;25053879.22;366.00674;-25053879.38;;;;25128744.04;-197.87592;-25128750.5;25557334.7;412.61023;-25557327.84;27589655.81;269.70764;-27589658.17;26206786.69;-495.35327;-26206788.3
3029;13:24:41.000;48281;37499;25520500.55;-120.64521;-25520489.66;27225991.98;-597.47217;-27225993.96;23917332.93;171.69823;-23917328.65;21855042.98;-109.35217;-21855039.54;25054245.91;366.02127;-25054245.4;;;;25128543.61;-197.79015;-25128552.71;25557746.09;412.64688;-25557740.49;27589927.62;269.75433;-27589927.92;26206290.65;-495.35187;-26206292.95
3030;13:24:42.000;48282;37500;25520377.19;-120.50117;-25520369.16;27225395.22;-597.40594;-27225396.56;23917504.88;171.78995;-23917500.44;21854934.27;-109.25708;-21854930.28;25054609.68;366.07248;-25054611.47;;;;25128345.13;-197.65331;;25558160.58;412.75739;-25558153.25;27590195.18;269.86835;-27590197.79;26205794.8;-495.2876;-26205797.66
3031;13:24:43.000;48283;37501;25520256.13;-120.41319;-25520248.74;27224798.62;-597.37445;-27224799.18;23917677;171.84485;-23917672.28;21854824.47;-109.19228;-21854821.09;25054974.92;366.13049;-25054977.6;;;;25128143.89;-197.56918;-25128157.48;25558571.17;412.81937;-25558566.06;27590465.07;269.96585;-27590467.76;26205303.42;-495.25256;-26205302.41
3032;13:24:44.000;48284;37502;25520134.94;-120.36295;-25520128.38;27224201.2;-597.39764;-27224201.79;23917849.01;171.83856;-23917844.12;21854714.94;-109.19611;-21854711.89;25055342.37;366.10046;-25055343.71;;;;25127953.69;-197.53378;-25127959.94;25558985;412.82706;-25558978.89;27590737.25;269.97595;-27590737.73;26204804.46;-495.28784;-26204807.12
3033;13:24:45.000;48285;37503;25520016.3;-120.19581;-25520008.18;27223601.67;-597.29779;-27223604.49;23918022.03;171.96437;-23918016.08;21854605.4;-109.06451;-21854602.83;25055704.76;366.21347;-25055709.92;;;;25127752.91;-197.35739;-25127762.59;25559397.99;412.96835;-25559391.86;27591008.38;270.1405;-27591007.88;26204310.5;-495.18225;-26204311.94
3034;13:24:46.000;48286;37504;25519894.75;-120.09822;-25519888.09;27223005.51;-597.26141;-27223007.23;23918194.26;172.02202;-23918188.11;21854496.47;-108.99966;-21854493.83;25056073.45;366.24823;-25056076.17;;;;25127553.07;-197.25876;-25127565.33;25559810.27;413.03787;-25559804.9;27591279.56;270.22675;-27591278.1;26203814.98;-495.14764;-26203816.79
3035;13:24:47.000;48287;37505;25519774.94;-119.98809;-25519768.1;27222408.88;-597.21765;-27222410.01;23918367.8;172.09032;-23918360.2;21854388.31;-108.92941;-21854384.9;25056440.33;366.29712;-25056442.46;;;;25127357.54;-197.1548;-25127368.17;25560222.4;413.11429;-25560218.01;27591548.86;270.32135;-27591548.42;26203320.08;-495.10858;-26203321.68
3036;13:24:48.000;48288;37506;25519653.52;-119.95702;-25519648.14;27221811.94;-597.25598;-27221812.75;23918539.35;172.06647;-23918532.26;21854279.17;-108.93688;-21854275.96;25056808.81;366.26453;-25056808.73;;;;25127161.55;-197.12888;-25127171.04;25560637.22;413.11032;-25560631.12;27591816.38;270.33252;-27591818.76;26202824.42;-495.15341;-26202826.53
3037;13:24:49.000;48289;37507;25519533.2;-119.86179;-25519528.28;27221216.42;-597.23383;-27221215.52;23918711.38;172.1179;-23918704.38;21854170.11;-108.8856;-21854167.08;25057173.4;366.28641;-25057175.02;;;;25126962.96;-197.03557;-25126974.01;25561051.38;413.17245;-25561044.29;27592085.73;270.40677;-27592089.16;26202330.71;-495.12741;-26202331.4
3038;13:24:50.000;48290;37508;25519414.44;-119.74549;-25519408.53;27220618.82;-597.17365;-27220618.35;23918883.29;172.19716;-23918876.58;21854061.44;-108.79516;-21854058.28;25057539.85;366.35928;-25057541.37;;;;25126767.94;-196.91119;-25126777.1;25561464.15;413.26425;-25561457.56;27592357.95;270.51764;-27592359.68;26201832.94;-495.06628;-26201836.34
3039;13:24:51.000;48291;37509;25519291.75;-119.62158;-25519288.91;27220018.47;-597.11078;-27220021.24;23919055.9;172.27731;-23919048.86;21853951.87;-108.71366;-21853949.57;25057905.41;366.41711;-25057907.79;;;;25126569.51;-196.85474;-25126580.31;25561876.77;413.35635;-25561870.92;27592628.17;270.62646;-27592630.31;26201337.28;-495.01498;-26201341.32
3040;13:24:52.000;48292;37510;25519172.77;-119.51563;-25519169.4;27219422.72;-597.0719;-27219424.16;23919228.85;172.33807;-23919221.19;21853843.96;-108.64581;-21853840.92;25058273.77;366.45908;-25058274.25;;;;25126373.77;-196.78236;-25126383.62;25562290.44;413.43451;-25562284.35;27592902.48;270.72122;-27592901.03;26200843.16;-494.97516;-26200846.35
3041;13:24:53.000;48293;37511;25519050.57;-119.4704;-25519049.93;27218826.52;-597.09772;-27218827.07;23919400.06;172.33815;-23919393.53;21853735.11;-108.64042;-21853732.28;25058639.05;366.44244;-25058640.69;;;;25126178.6;-196.64619;-25126186.97;25562702.81;413.4447;-25562697.79;27593170.64;270.75018;-27593171.78;26200347.39;-494.99918;-26200351.35
3042;13:24:54.000;48294;37512;25518930.93;-119.32922;-25518930.6;27218230.91;-597.02551;-27218230.04;23919572.51;172.43474;-23919565.97;21853625.99;-108.53951;-21853623.74;25059008.75;366.52707;-25059007.22;;;;25125981.4;-196.49995;-25125990.47;25563117.52;413.55423;-25563111.35;27593443.97;270.86444;-27593442.64;26199852.58;-494.93005;-26199856.42
3043;13:24:55.000;48295;37513;25518814.15;-119.2382;-25518811.36;27217630.77;-597.00897;-27217633.03;23919744.11;172.47171;-23919738.44;21853518.44;-108.49418;-21853515.25;25059370.12;366.53726;-25059373.76;;;;25125787.71;-196.43452;-25125794.04;25563529.95;413.61011;-25563524.96;27593713.99;270.95441;-27593713.6;26199357;-494.91446;-26199361.5
3044;13:24:56.000;48296;37514;25518696.32;-119.19028;-25518692.17;27217037.11;-597.01007;-27217036.02;23919916.28;172.49173;-23919910.93;21853410.12;-108.47015;-21853406.78;25059737.95;366.54251;-25059740.3;;;;25125586.95;-196.35838;-25125597.68;25563943.98;413.63287;-25563938.59;27593984.61;270.98337;-27593984.58;26198859.76;-494.92371;-26198866.58
3045;13:24:57.000;48297;37515;25518577.17;-119.1086;-25518573.06;27216438.12;-597.008;-27216439.01;23920087.22;172.51274;-23920083.44;21853302.11;-108.4362;-21853298.34;25060104.97;366.55035;-25060106.85;;;;25125392.47;-196.29378;-25125401.38;25564358.75;413.67279;-25564352.26;27594257.47;271.04285;-27594255.62;26198365.39;-494.91324;-26198371.66
3046;13:24:58.000;48298;37516;25518456.31;-119.00299;-25518454.06;27215838.85;-596.95782;-27215842.06;23920261.74;172.58798;-23920256.03;21853192.32;-108.36181;-21853189.98;25060471.18;366.6012;-25060473.45;;;;25125199.43;-196.18549;-25125205.2;25564772.14;413.76031;-25564766.03;27594528.46;271.1424;-27594526.77;26197872.57;-494.87228;-26197876.79
3047;13:24:59.000;48299;37517;25518342.15;-118.88581;-25518335.17;27215239.93;-596.90332;-27215245.15;23920433.41;172.65837;-23920428.69;21853083.04;-108.2785;-21853081.7;25060838.29;366.65302;-25060840.1;;;;25125002.23;-196.06789;-25125009.13;25565184.85;413.84601;-25565179.87;27594801.47;271.25131;-27594798.02;26197376.32;-494.82715;-26197381.96
3048;13:25:00.000;48300;37518;25518220.77;-118.79461;-25518216.38;27214644.33;-596.8877;-27214648.26;23920606.39;172.70207;-23920601.39;21852975.75;-108.23724;-21852973.47;25061207.98;366.68372;-25061206.79;;;;25124803.24;-196.11479;-25124813.16;25565600.45;413.90048;-25565593.77;27595074.37;271.31625;-27595069.33;26196883.55;-494.80255;-26196887.16
3049;13:25:01.000;48301;37519;25518100.84;-118.74124;-25518097.64;27214049.42;-596.90265;-27214051.36;23920780.15;172.71272;-23920774.1;21852868.04;-108.21842;-21852865.25;25061573.71;366.67267;-25061573.46;;;;25124610.57;-195.93169;-25124617.23;25566014.67;413.92004;-25566007.69;27595342.28;271.35443;-27595340.69;26196387.64;-494.82132;-26196392.34
3050;13:25:02.000;48302;37520;25517982.13;-118.63531;-25517979;27213450.48;-596.85461;-27213454.51;23920952.38;172.77614;-23920946.88;21852758.73;-108.14847;-21852757.1;25061941.15;366.72372;-25061940.18;;;;25124414.23;-195.82474;-25124421.4;25566426.95;414.00085;-25566421.69;27595613.34;271.44965;-27595612.14;26195892.7;-494.77808;-26195897.56
3051;13:25:03.000;48303;37521;25517864.76;-118.52866;-25517860.47;27212854.91;-596.82825;-27212857.68;23921125.55;172.83302;-23921119.71;21852651.46;-108.0839;-21852649.01;25062307.11;366.76151;-25062306.95;;;;25124219.82;-195.72035;-25124225.68;25566841.54;414.0683;-25566835.76;27595884.19;271.53915;-27595883.68;26195399.09;-494.74448;-26195402.82
3052;13:25:04.000;48304;37522;25517747.95;-118.47571;-25517742;27212254.9;-596.81891;-27212260.86;23921298.39;172.85089;-23921292.56;21852544.45;-108.06246;-21852540.95;25062674.28;366.75699;-25062673.7;;;;25124023.49;-195.66171;-25124030.02;25567256.73;414.09915;-25567249.86;27596157.56;271.58652;-27596155.26;26194902.58;-494.75363;-26194908.06
3053;13:25:05.000;48305;37523;25517627.9;-118.35966;-25517623.64;27211660.37;-596.78076;-27211664.08;23921472.12;172.91313;-23921465.48;21852436.43;-107.99155;-21852432.96;25063041.42;366.806;-25063040.51;;;;25123828.89;-195.5544;-25123834.46;25567669.97;414.17563;-25567664.04;27596427.52;271.6694;-27596426.93;26194408.22;-494.71124;-26194413.35
3054;13:25:06.000;48306;37524;25517509.33;-118.28955;-25517505.35;27211064.62;-596.77454;-27211067.31;23921644.77;172.94626;-23921638.42;21852327.6;-107.95312;-21852325.01;25063409.05;366.8208;-25063407.33;;;;25123633.55;-195.48418;-25123638.98;25568084.28;414.22131;-25568078.26;27596700.97;271.74103;-27596698.67;26193914.56;-494.70609;-26193918.65
3055;13:25:07.000;48307;37525;25517393.61;-118.1675;-25517387.18;27210469.03;-596.73132;-27210470.57;23921817.42;173.00667;-23921811.43;21852219.55;-107.88087;-21852217.13;25063776.72;366.86716;-25063774.2;;;;25123434.47;-195.37743;-25123443.6;25568497.63;414.29385;-25568492.55;27596972.62;271.82831;-27596970.5;26193419.37;-494.66656;-26193423.98
3056;13:25:08.000;48308;37526;25517272.76;-118.10848;-25517269.07;27209872.78;-596.7196;-27209873.85;23921989.94;173.04048;-23921984.47;21852112.42;-107.84612;-21852109.28;25064142.01;366.88336;-25064141.08;;;;25123242.76;-195.29558;-25123248.31;25568912.02;414.34442;-25568906.9;27597246.29;271.89383;-27597242.4;26192925.5;-494.65442;-26192929.33
